,CSE3094,CSE319,CSE2023,CSE3018,CSE3101,CSE3136,CSE3024,CSE3108,CSA3073,CSE3025,CSE2060,CSE3086,CSE305,CSE3033,CSE3102,CSE3129,CSE3030,CSE3009,CSE3063,CSE2038,CSE2028,CSE3038,CSE3017,CSE395,CSE3021,CSE3044,CSE2025,CSE3088,CSE3127,CSE3095,CSE3103,CSE3022,CSE3096,CSE 2058,CSE 2059,CSE 3132,CSE 220,CSE 2057,CSE 3143,CSE 384,CSE 2034,CSE 3090,CSE 316/3083,CSE 3068,CSE 3015,CSE 313,CSE 2051,CSE 324,CSE 219,CSE 3123,CSA3052 / CSE3122,CSE 2050,CSE 2053,CSE 3120,CSE 2056,CSE 258,CSE 2007,CSE 228,CSE 260,CSE 3039,CSE 3035,CSE 2014,CSE 3002,CSE 3125 / CSE 265,CSE 3010,CSE 3051,CSE 3073,CSE 3126,CSE 3146,CSE 3150,CSE 3151,CSE 3152,CSE 390,CSE 391,CSE 392,CSE 3038,CSE 3076,CSE 3095,CSE 3102,CSE 3136,CSE 3137,CSE 3106,CSA 2003,2054,CSE 3016,CSE 3050,CSE3070,CSE3071,CSE3005,CSE3009,CSE3011,CSE3012,CSE3017,CSE3018,CSE3019,CSE3088,CSE3103,CSE3108,CSE3085,CSE3089,CSE2028,CSE3013,CSE3035,CSE3087,CSE3107,CSE3155,CSE3156,CSE3157,CSE5020,CSE3068,CSE 261,CSE 3066,CSE 3055,CSE 3053,CSE 2032,CSE 3046,CSE 3045,CSE 3043,CSE 3040,CSE 1002,CSE 2066,CSE 215 / CSE 3078,CSE 2027,CSE 2008,CSE 2067,CSE 151,CSE 304,CSE 2051,CSE 2011,CSE 2036,CSE 3070,CSE 225,CSE255,CSE218,CSE325,CSE396,CSE299,CSE2074,CSE3006,CSE248,CSE1001,CSE302,CSE397,CSE3001,CSE-404,CSE301,CSE311,CSE233/CSE306,CSE314,CSE217,CSE252,CSE307,CSE2009,CSE203,CSE225,CSE211,CSE250,CSE257,CSE465,PIP103,CSE208,CSE310,CSE202,CSE206,CSE258,CSE2010,CSE2052,CSA2003,CSE3098,CSE3137,CSE1003,CSE2029,CSE502,CSE503,CSE1004,CSE1005,CSE2010_v02,CSE2069,CSE390,CSE367,CSE2033,CSE2015,CSE253,CSE3085,CSE3080,CSE3071,CSE3019,CSE3076,Innovation Project,CSE2019,CSE3008,CSE254,CSE3016,CSE3005,CSE2053,CSE6001,CSE3014,CSE3152,CSE391,CSE227,CSE2014,CSE3145,CSE2040,CSE3097,CSE2037,CSE2039,CSE241,CSE262,CSE240,CSE3034,CSE3032,CSE212/2007,CSE3031,CSE2024,CSE2011,CSE3028,CSE3023,CSE3020,CSE3020
CSE3094,0.9999999,0.35253155,0.18653274,0.31897825,0.3721096,0.33458152,0.51132697,0.24549626,0.23706579,0.41785577,0.61697394,0.25403854,0.21870852,0.25920933,0.4919774,0.34826267,0.22207859,0.2816193,0.44021004,0.58317775,0.21878716,0.22226204,0.17191261,0.22380596,0.3303346,0.27930105,0.41244903,0.1537115,0.34612113,0.49100482,0.21409309,0.43531907,0.3377604,0.6183044,0.31983662,0.39147207,0.37327147,0.3629502,0.40973994,0.19485605,0.32290253,0.2730587,0.15677327,0.096694425,0.20649862,0.27488208,0.26854414,0.24206097,0.13431254,0.3429044,0.2586621,0.20526181,0.34815025,0.2534283,0.2741437,0.20492163,0.20122686,0.33081323,0.18414004,0.40828115,0.20870951,0.371097,0.19035387,0.2405507,0.29834327,0.2629285,0.21440876,0.38801765,0.26338667,0.26034656,0.23005027,0.20127602,0.26060608,0.21584953,0.20159549,0.27446792,0.17142147,0.49124622,0.4902227,0.39158988,0.34765658,0.188234,0.20716989,0.29117036,0.18221343,0.26594743,0.39824176,0.17329028,0.27623373,0.18739529,0.13136406,0.19790487,0.16842581,0.2980938,0.20076025,0.18220553,0.19410601,0.27156967,0.22329746,0.40171093,0.2463425,0.28460735,0.11819726,0.28423598,0.19654465,0.36052197,0.16766658,0.35141414,0.21159318,0.21887866,0.320818,0.4522012,0.3273034,0.22389592,0.36629558,0.1355465,0.16536865,0.2701785,0.33719695,0.28477198,0.21614084,0.5237437,0.28313854,0.31558803,0.30588204,0.26359224,0.485435,0.27063355,0.33955708,0.22497308,0.3754202,0.22737628,0.11693519,0.304011,0.28740957,0.23979081,0.22637796,0.17464162,0.3165022,0.3451311,0.33225965,0.21098977,0.6157484,0.3585069,0.33840317,0.20152068,0.34103012,0.37523764,0.40732917,0.21464333,0.14849827,0.24876511,0.213282,0.25187796,0.2569468,0.38141876,0.4564544,0.28207535,0.150051,0.1748747,0.1776979,0.41195613,0.2363427,0.12580791,0.22222117,0.25371337,0.30326438,0.23607327,0.6070961,0.3662265,0.26546416,0.33963907,0.2621013,0.23788215,0.18713263,0.21561337,0.26850212,0.37507164,0.29376608,0.19918597,0.22520036,0.22242154,0.17849548,0.23050158,0.2354263,0.1941936,0.17878778,0.19354567,0.2869066,0.4015592,0.27991974,0.08033137,0.22879921,0.24222402,0.40061137,0.30301178,0.20336664,0.20379005,0.22416048,0.36604664,0.3700321,0.5400379,0.6101912,0.534878,0.48678893,0.57833296,0.2095549,0.30232662,0.6372736,0.4480725,0.17637894,0.14507598,0.29988343,0.098877564,0.34169215,0.44147968,0.21852282,0.17232874,0.42856097
CSE319,0.35253155,1.0000001,0.38536698,0.41944876,0.27815095,0.30474654,0.28815186,0.4510268,0.23211017,0.23651841,0.33960736,0.27159312,0.31127256,0.35894942,0.2735177,0.23030259,0.61784124,0.65034664,0.35911727,0.3054861,0.18886131,0.55067116,0.3843483,0.38414222,0.23455068,0.27204058,0.23523182,0.2830931,0.29616022,0.30284658,0.39342895,0.32249844,0.37122858,0.31339082,0.22529827,0.21453662,0.18070838,0.31250083,0.16514964,0.5091839,0.26800594,0.14256206,0.30194613,0.162853,0.4826765,0.34168065,0.44954908,0.25765443,0.24101867,0.36617613,0.6807256,0.19925386,0.17479812,0.22336003,0.29299852,0.34317327,0.22938594,0.5203712,0.5410749,0.4395954,0.45786092,0.32497594,0.29387492,0.17957918,0.6588919,0.26633412,0.27077502,0.34265614,0.32897207,0.22116914,0.2789907,0.25469917,0.21736956,0.26940042,0.25179365,0.678947,0.3253097,0.29820508,0.27317291,0.3564889,0.623721,0.3271169,0.20089617,0.21633506,0.38821787,0.21565495,0.21259192,0.41674262,0.3466927,0.48002923,0.32164782,0.48904586,0.38159764,0.3883603,0.3837606,0.2933173,0.4197905,0.44258648,0.21061304,0.27940488,0.58004117,0.52134275,0.35304636,0.7813989,0.38195977,0.20650288,0.28113258,0.624485,0.40616804,0.25785542,0.75336593,0.28312328,0.23783563,0.39973244,0.28672993,0.22374931,0.19539863,0.22614889,0.2784731,0.29311183,0.28934503,0.30591917,0.45873705,0.3486921,0.26839936,0.32349855,0.29366535,0.45184776,0.25881046,0.2672254,0.29338017,0.28915274,0.27093625,0.25235733,0.31361237,0.1889793,0.43693966,0.319031,0.554099,0.37044552,0.35287747,0.3070104,0.2881896,0.70880824,0.36371088,0.26757586,0.29558963,0.33366644,0.29374918,0.30453196,0.16015655,0.594603,0.22530997,0.32053035,0.35098296,0.29076084,0.32572675,0.12860727,0.42888513,0.18806407,0.30020452,0.3179093,0.26076746,0.11412961,0.3694751,0.197413,0.19764917,0.2158767,0.31286353,0.5735359,0.3720015,0.41416746,0.31788158,0.29909685,0.32014036,0.31182867,0.21615334,0.33215097,0.25769615,0.4168932,0.21887782,0.42660856,0.26751253,0.22430123,0.3936841,0.45167473,0.36719975,0.3810475,0.39378858,0.31788304,0.78933233,0.14109449,0.4670608,0.4574906,0.17361078,0.66993356,0.5256276,0.2589259,0.26652196,0.32930386,0.32488692,0.3023807,0.36212122,0.330745,0.31651962,0.24211296,0.19327618,0.26820904,0.32960546,0.31118453,0.50831914,0.2777785,0.482558,0.1871202,0.31421056,0.21613485,0.1996758,0.19857986,0.3772859
CSE2023,0.18653274,0.38536698,1.0000002,0.29227728,0.18155047,0.48559874,0.2968101,0.3097338,0.2411916,0.24993214,0.33283424,0.12674448,0.3562932,0.42211682,0.22898728,0.43314427,0.5057407,0.26316765,0.28339618,0.19869797,0.29906332,0.51185393,0.17211835,0.22992143,0.23511578,0.3342226,0.31150317,0.5029773,0.37997943,0.39664328,0.31831807,0.26200736,0.38002336,0.22527972,0.29447746,0.2591679,0.20338446,0.38307366,0.35791668,0.8251502,0.37651533,0.16924722,0.2931427,0.3928836,0.304256,0.4852188,0.40421355,0.29669034,0.47597474,0.38513613,0.23595637,0.23043913,0.32775635,0.25933355,0.30167145,0.41851974,0.41441447,0.37071258,0.3026746,0.37564322,0.46928674,0.39925972,0.5379685,0.39710957,0.34380192,0.21679823,0.21509331,0.4413427,0.43432298,0.24430543,0.28413013,0.28679687,0.23381692,0.26475298,0.2848606,0.5040217,0.23839933,0.39661545,0.25496626,0.49441314,0.44246835,0.38383502,0.28695408,0.39239138,0.2363463,0.3236958,0.20276056,0.22964789,0.25830403,0.18548992,0.15823485,0.3169831,0.1686199,0.29484683,0.31343278,0.63144064,0.15307727,0.33294526,0.0806472,0.4102506,0.2835985,0.20801684,0.47799826,0.34555238,0.24177074,0.28850484,0.5385724,0.43153733,0.30016166,0.4257362,0.40704894,0.2832597,0.20388415,0.52681625,0.36133426,0.34271485,0.31644073,0.28291285,0.34229082,0.23161787,0.3156322,0.17018898,0.6005527,0.37259978,0.28301916,0.33552057,0.21585795,0.40674052,0.33564568,0.3440832,0.2947247,0.19516917,0.17491654,0.23435247,0.27505606,0.3171618,0.5294535,0.5332539,0.3250343,0.4658117,0.36814904,0.32347572,0.29573956,0.4226785,0.24926925,0.28500223,0.4140027,0.38526368,0.43599725,0.2597385,0.24008188,0.4571725,0.34465492,0.27016127,0.25951755,0.30813625,0.370879,0.16956818,0.19842102,0.23631322,0.18898347,0.35520014,0.25182903,0.20202021,0.4097603,0.252317,0.27368608,0.28289247,0.2706211,0.42885843,0.33607405,0.55013067,0.37579203,0.3824485,0.28610533,0.28303653,0.24905655,0.38153112,0.274942,0.4339345,0.30582967,0.5239119,0.47001427,0.09534559,0.19232577,0.23125672,0.36951584,0.32948855,0.3666672,0.3331303,0.32787612,0.1504837,0.23244357,0.3267045,0.34869844,0.35641843,0.300165,0.2930807,0.26151738,0.38080007,0.3999812,0.3437256,0.29782224,0.2733652,0.41248095,0.21258973,0.18733731,0.374543,0.29125315,0.45318192,0.44453752,0.20893744,0.4801855,0.38763648,0.32756987,0.1590755,0.28885767,0.27079928,0.36548948
CSE3018,0.31897825,0.41944876,0.29227728,1,0.35456187,0.1828019,0.2418071,0.24158235,0.18398161,0.21195604,0.25606245,0.1765309,0.23667657,0.32027313,0.19514008,0.1388741,0.34249234,0.3544235,0.22020426,0.15349033,0.0856875,0.33070865,0.29068202,0.6223632,0.2096326,0.11450648,0.16147965,0.21237832,0.23358226,0.23711509,0.26467597,0.2750956,0.3736838,0.16335478,0.2364572,0.17490503,0.28369293,0.21284695,0.13786134,0.30773562,0.2691165,0.19682288,0.16086638,0.13792422,0.17782374,0.2801764,0.2480003,0.109447956,0.19353238,0.13888085,0.37932867,0.1312719,0.12292215,0.21674027,0.14306436,0.17912367,0.16002452,0.30329806,0.36744088,0.2519378,0.25728416,0.20913017,0.21355794,0.13033327,0.41365883,0.16123816,0.1889302,0.16027793,0.20678385,0.08248068,0.13263927,0.17265138,0.09143616,0.12265708,0.16849586,0.32073724,0.21341726,0.2366885,0.22221029,0.19507346,0.3050345,0.24992514,0.12444468,0.22669378,0.30160594,0.09100881,0.18431109,0.4361046,0.19490606,0.30531704,0.17735603,0.20333888,0.28856766,0.97113335,0.20284015,0.22519338,0.2987981,0.18664971,0.17495278,0.26325023,0.33187175,0.529465,0.20418814,0.34316635,0.53255117,0.1739546,0.18937683,0.3101722,0.75532246,0.18316458,0.30829808,0.3118136,0.2645522,0.26718783,0.30068332,0.12725616,0.13562903,0.19196777,0.15951087,0.2205747,0.32481217,0.21011862,0.32061556,0.15266116,0.14360914,0.22039148,0.3117718,0.25242424,0.16218719,0.2389229,0.20819482,0.13008077,0.1314535,0.22967169,0.20577216,0.13995571,0.24859598,0.17183945,0.2977851,0.2086015,0.15788206,0.18568486,0.3697731,0.32628703,0.18017712,0.11768569,0.20454632,0.24818629,0.26275104,0.15508454,0.24236402,0.29902667,0.19212753,0.22665235,0.16267556,0.20117788,0.2554563,0.10311264,0.15425079,0.10601832,0.11628859,0.3036794,0.32706535,0.10397255,0.20170459,0.1944581,0.15410873,0.16328849,0.27259928,0.24218947,0.20209625,0.20346197,0.13570115,0.15710402,0.17003167,0.16113569,0.19216254,0.26383528,0.107176594,0.30992028,0.10335823,0.31623578,0.19097136,0.1862,0.22456256,0.44548738,0.17286453,0.23573664,0.28036833,0.22545835,0.3629378,0.06962092,0.32992688,0.270109,0.15353079,0.4164253,0.19431987,0.18247904,0.12020478,0.1834304,0.21087024,0.20008478,0.28286123,0.16016333,0.31744367,0.18428878,0.19429764,0.19113538,0.25516936,0.20007028,0.24853344,0.13298783,0.19524296,0.113670915,0.18431623,0.12628162,0.19363639,0.14242962,0.30110464
CSE3101,0.3721096,0.27815095,0.18155047,0.35456187,1.0000001,0.20939595,0.34416068,0.18617535,0.2649806,0.25047046,0.4399627,0.28258473,0.21066703,0.23544267,0.3657469,0.16420186,0.23304467,0.23315683,0.413579,0.40242428,0.15092051,0.22142345,0.09947622,0.41633445,0.21532118,0.2124109,0.2023981,0.094622746,0.19054912,0.23505926,0.17683735,0.37958854,0.31292802,0.37325382,0.2969247,0.20448641,0.21389055,0.19560811,0.14383173,0.2218683,0.1709406,0.23954764,0.18747972,0.14182931,0.24948364,0.28595915,0.18347824,0.27869534,0.21939161,0.22187594,0.27137598,0.16276333,0.18323585,0.22782415,0.26386985,0.24749818,0.20791644,0.22946213,0.11843759,0.26223168,0.25500527,0.27253404,0.24293159,0.14508408,0.30042768,0.12012349,0.23296869,0.2382638,0.26024002,0.22426572,0.28409594,0.21740852,0.23584507,0.27349433,0.20965983,0.2651799,0.108863056,0.23249646,0.37191448,0.2249417,0.3030792,0.13410908,0.22065648,0.26508301,0.19348171,0.1892039,0.27281058,0.14702524,0.1897951,0.16859208,0.12284167,0.24167609,0.097682655,0.3755285,0.13388987,0.13388252,0.15674931,0.21861485,0.1736117,0.17823435,0.18054307,0.3259483,0.19263585,0.21030526,0.29341966,0.26588845,0.22307457,0.21222374,0.38193017,0.18827581,0.18953526,0.26660335,0.25591955,0.26315534,0.29550982,0.21499848,0.13571164,0.16178688,0.22078124,0.24551095,0.3327517,0.39845538,0.2713418,0.33464277,0.32310426,0.2447335,0.28424847,0.1860049,0.27487925,0.28791332,0.2687448,0.19023743,0.233594,0.1840618,0.23860541,0.22911555,0.27890977,0.17554954,0.22729665,0.22687936,0.32455528,0.23262525,0.3744218,0.22789524,0.21326435,0.20952523,0.23458028,0.21294247,0.20889986,0.2664476,0.28021136,0.19307932,0.28163815,0.20683378,0.2259122,0.27876586,0.23751879,0.19590375,0.08362567,0.14049794,0.17110607,0.2768916,0.3385821,0.12308955,0.26863685,0.20531054,0.19212465,0.20331728,0.3465768,0.31876683,0.2574377,0.26583794,0.283552,0.22827789,0.21064168,0.22545418,0.18693432,0.20872542,0.25419685,0.288015,0.1622898,0.28574145,0.118239075,0.18240654,0.22104745,0.16469823,0.24737315,0.18322176,0.29737812,0.2940001,0.19376719,0.19602129,0.23702376,0.20094553,0.17738552,0.28536153,0.26478392,0.22345975,0.27497754,0.29073697,0.27635527,0.28304487,0.33107436,0.41402656,0.4535169,0.41761208,0.19819835,0.20374726,0.45730478,0.3013809,0.2529705,0.2272034,0.17122175,0.09747264,0.21051835,0.32299352,0.18743944,0.1355842,0.33368364
CSE3136,0.33458152,0.30474654,0.48559874,0.1828019,0.20939595,0.9999995,0.3102305,0.24467546,0.24608065,0.24336274,0.34320217,0.13020527,0.19386375,0.37227958,0.2084944,0.5884485,0.3537916,0.2165871,0.40474522,0.29699123,0.30463314,0.3374696,0.14485183,0.1952521,0.21930657,0.41968644,0.43748885,0.44910017,0.3359996,0.30506665,0.2016224,0.31935483,0.34809712,0.28981653,0.20509413,0.27871346,0.29298726,0.2720495,0.4543202,0.4128288,0.25191945,0.16418727,0.2021705,0.14682841,0.348781,0.3367675,0.31625694,0.3039012,0.21648338,0.42475292,0.16549557,0.14137186,0.33406323,0.24350604,0.34934253,0.2387672,0.242239,0.2614205,0.12706307,0.40275228,0.46645594,0.42449456,0.29138425,0.37167126,0.2357341,0.21052527,0.24955577,0.7548713,0.3805159,0.2827568,0.32267976,0.23149969,0.27992684,0.3107366,0.22641864,0.4132973,0.1333318,0.3023876,0.22234356,0.8626976,0.3705615,0.26837748,0.31669042,0.29111576,0.072037436,0.35182095,0.2637251,0.16275963,0.21468392,0.19481573,0.21409076,0.33619606,0.1423291,0.20317362,0.25109243,0.527002,0.09551983,0.16425888,0.099679515,0.3700164,0.2555465,0.15387517,0.370933,0.24356887,0.1605391,0.20670402,0.33042747,0.3163702,0.17346448,0.25013396,0.2796851,0.31171644,0.25234145,0.33087295,0.29055375,0.27590996,0.23969162,0.30308023,0.46624315,0.2236671,0.23030242,0.243131,0.46728867,0.30526823,0.34052336,0.2641619,0.27655566,0.32005796,0.25493693,0.16682434,0.27699047,0.15183988,0.16114801,0.27482814,0.20181787,0.3375464,0.47993165,0.38558933,0.20700388,0.41648924,0.32174015,0.27143717,0.28173876,0.30477262,0.22575629,0.30957383,0.35513884,0.32769626,0.37869406,0.25201082,0.13134983,0.33373755,0.27520657,0.15281859,0.22235255,0.28142613,0.34117937,0.1155353,0.2066354,0.34755874,0.18698345,0.33577192,0.19180669,0.108850226,0.2545929,0.20432982,0.21881981,0.3090124,0.28460777,0.40379533,0.23978364,0.57953405,0.26828805,0.24429876,0.2330584,0.20621924,0.23494282,0.28312403,0.31019613,0.29771173,0.2063277,0.31735927,0.32971227,0.11213773,0.10641634,0.17015576,0.43253076,0.19860286,0.23503086,0.3537742,0.24967572,0.066982195,0.1623638,0.20241833,0.32760295,0.2288542,0.24601695,0.25631237,0.30564588,0.42690212,0.4265797,0.31733662,0.31594068,0.30474398,0.37440598,0.2203187,0.10198419,0.3354457,0.37388423,0.30695888,0.2651543,0.19866621,0.5081793,0.17170937,0.21541391,0.2401256,0.21119696,0.22298786,0.39198202
CSE3024,0.51132697,0.28815186,0.2968101,0.2418071,0.34416068,0.3102305,1,0.23225662,0.21178702,0.82207876,0.43225974,0.17913686,0.26321495,0.17396605,0.37999797,0.4037673,0.2715792,0.16282031,0.5149243,0.4638448,0.1778382,0.25577235,0.21870786,0.17635655,0.6350793,0.2905587,0.24279049,0.10504334,0.3425498,0.42464218,0.21467145,0.7873838,0.3523098,0.5510746,0.24590309,0.3135044,0.30907118,0.38623893,0.404343,0.29225945,0.31367296,0.0966552,0.2940871,0.31717777,0.13861522,0.414984,0.17399356,0.2530604,0.30373728,0.19588324,0.17081527,0.24465159,0.27122304,0.34602767,0.24835761,0.25509828,0.34295624,0.27156362,0.09326477,0.27155694,0.19016957,0.36334473,0.33762753,0.260678,0.2563003,0.23754764,0.17853963,0.4007805,0.35707316,0.2661264,0.26724532,0.30215308,0.27090365,0.25262827,0.29985934,0.26490262,0.25127468,0.42423108,0.3951679,0.34026027,0.27774012,0.2263036,0.25054377,0.44462824,0.19612777,0.27257448,0.33868244,0.23025626,0.26107457,0.15971135,0.18009815,0.23632818,0.21467179,0.24799241,0.22988635,0.24472992,0.16560043,0.25219566,0.24629408,0.32422048,0.15264101,0.27057493,0.11742832,0.24317496,0.23589233,0.35103798,0.26867104,0.2869066,0.23621911,0.38914597,0.23804924,0.31668904,0.18227503,0.33119595,0.38151246,0.2874567,0.19247973,0.21066736,0.3437388,0.3119099,0.20784765,0.47318137,0.20608187,0.3536097,0.2875749,0.3229596,0.30637652,0.17863071,0.41249436,0.3466003,0.375287,0.22264954,0.3061401,0.23069894,0.25693056,0.25439137,0.2288104,0.20477496,0.30058482,0.35079366,0.38142002,0.27618372,0.45067978,0.2923091,0.24161044,0.23223579,0.38382152,0.39575464,0.3623883,0.1461855,0.2728105,0.2572183,0.3038627,0.28301862,0.23640957,0.42296863,0.43224007,0.3253222,0.1883473,0.17198487,0.13336575,0.28718323,0.34511542,0.1339345,0.27068588,0.34179854,0.44381648,0.26268372,0.40776622,0.33857965,0.32895172,0.2765575,0.31538945,0.25005656,0.20571133,0.2312281,0.34119797,0.3673758,0.31913945,0.1940298,0.22394842,0.21052596,0.1765584,0.26120612,0.22196925,0.2424894,0.209607,0.2278224,0.32502657,0.7497585,0.22362143,0.11426269,0.22257434,0.21971694,0.3021294,0.24927792,0.20899321,0.30174166,0.25834212,0.32399625,0.3673593,0.46176744,0.5077298,0.45438886,0.48289284,0.43877888,0.16919403,0.36102623,0.49566466,0.46959105,0.25596157,0.31249034,0.25471717,0.2455774,0.38378814,0.67715156,0.5771328,0.38385516,0.78003204
CSE3108,0.24549626,0.4510268,0.3097338,0.24158235,0.18617535,0.24467546,0.23225662,1.0000002,0.31167197,0.14495702,0.25582695,0.22098576,0.2558332,0.22153696,0.2005795,0.24209741,0.39853305,0.43672162,0.333458,0.2298325,0.2754628,0.3663398,0.36407858,0.27512285,0.15009494,0.20881128,0.29101676,0.19281149,0.1727568,0.19896492,0.54629576,0.24327436,0.2877428,0.20669264,0.18608889,0.2666757,0.23533404,0.18851605,0.17753345,0.33546266,0.1868847,0.12105505,0.25876832,0.18433964,0.3377601,0.2748254,0.4416049,0.25735697,0.1851116,0.37649906,0.41517627,0.2570271,0.2336452,0.21741673,0.2775345,0.38733214,0.31019878,0.8293433,0.31082067,0.26501846,0.22363563,0.30660695,0.23313847,0.15507974,0.43062276,0.24537683,0.48159724,0.2888733,0.34803638,0.25832117,0.28033215,0.28046644,0.264728,0.27237618,0.2798193,0.42120522,0.6232695,0.19326875,0.2182741,0.25769448,0.3857847,0.50941133,0.1675621,0.19153832,0.51991546,0.2669591,0.21841912,0.37292928,0.686534,0.3308787,0.5524121,0.26207605,0.36258197,0.22289152,0.6883304,0.21235472,0.46378636,0.76983714,0.18049987,0.3061153,0.22271031,0.3693236,0.23329824,0.50574845,0.43849236,0.2466823,0.36295924,0.7124497,0.26463047,0.26289037,0.48839635,0.20891814,0.13451019,0.24836352,0.20596798,0.20499286,0.22998303,0.27158523,0.31323403,0.37581626,0.28814894,0.2717653,0.35206038,0.33785576,0.24519476,0.45999143,0.21252036,0.44283998,0.24344194,0.26857615,0.29702866,0.28961134,0.28367338,0.28687546,0.268255,0.22147237,0.3059405,0.38337618,0.8277469,0.36033845,0.37524563,0.33633816,0.18500791,0.6781322,0.30501252,0.28922632,0.22520354,0.2114818,0.30919552,0.2695319,0.27810994,0.35663944,0.2663358,0.4334109,0.32317817,0.29144096,0.27836746,0.15744008,0.55699944,0.25597405,0.29543126,0.2946919,0.3659322,0.21951038,0.38285264,0.17331544,0.16351286,0.1794965,0.18630654,0.42592484,0.39223063,0.2718353,0.3476367,0.40043873,0.40987587,0.38717297,0.21322529,0.23363715,0.28704718,0.28600973,0.30929908,0.31519234,0.27598375,0.20120014,0.3354721,0.38979584,0.455824,0.7351915,0.44159395,0.28606346,0.473612,0.18856522,0.5361213,0.76084304,0.20361477,0.4212445,0.35526615,0.28013694,0.27333045,0.34975898,0.30609834,0.22319955,0.23931271,0.2147749,0.24837984,0.1558555,0.15483078,0.2557718,0.2859782,0.1915651,0.35200036,0.34835023,0.3726968,0.17877129,0.22053432,0.15409058,0.12058977,0.22079618,0.30872956
CSA3073,0.23706579,0.23211017,0.2411916,0.18398161,0.2649806,0.24608065,0.21178702,0.31167197,1.0000001,0.23514232,0.19965565,0.009192307,0.17198776,0.26854074,0.27666795,0.31539017,0.16349381,0.22407849,0.23052083,0.1582297,0.24795336,0.27600637,0.15416268,0.1370984,0.120518774,0.49125874,0.2393538,0.12695234,0.28206107,0.20344095,0.34090757,0.35506094,0.3687544,0.29224837,0.17621425,0.10503724,0.2474131,0.20942366,0.17325038,0.2071253,0.20017363,0.20750087,0.22981873,-0.025783401,0.24358934,0.23371127,0.15382096,0.35859114,0.112094484,0.25902867,0.15392438,0.32906103,0.27043718,0.20778829,0.37237638,0.330023,0.18758371,0.3676703,0.21875337,0.24124008,0.25348404,0.48082593,0.18313247,0.18624422,0.24838799,0.20773624,0.6619689,0.29600888,0.3068328,0.4787675,0.2885646,0.3538351,0.5013108,0.27763355,0.35254037,0.31593478,0.30185878,0.19737977,0.28418684,0.2787363,0.22308528,0.36832005,0.29670757,0.24834244,0.08870893,0.33186954,0.23061898,0.17827727,0.33338958,0.09946736,0.17162484,0.23700583,0.14899847,0.1724481,0.30915856,0.19718355,0.11783703,0.3527487,0.12527944,0.33702815,0.16022332,0.2123949,0.2759934,0.21575437,0.15672922,0.19479115,0.18112192,0.28126872,0.19578683,0.17200951,0.20436025,0.32405573,0.18986642,0.17928185,0.25112674,0.41668326,0.37254798,0.29528058,0.4868821,0.38302323,0.4098678,0.092330135,0.31742144,0.3294549,0.325413,0.29429254,0.23774278,0.15952668,0.14868252,0.24426731,0.2374062,0.115727305,0.11274815,0.47711802,0.23523617,0.37028626,0.2755323,0.2149741,0.31305662,0.47663927,0.39382258,0.4177537,0.34754756,0.2691797,0.13019492,0.23990226,0.1997653,0.26098603,0.38352573,0.31497103,0.21142654,0.17869294,0.3130958,0.2528032,0.22756997,0.23975316,0.28383654,0.18976948,0.2608107,0.3425965,0.24904683,0.3374794,0.33330938,0.2517895,0.35030138,0.1381489,0.14003117,0.29355466,0.26244804,0.1990276,0.39720854,0.2944131,0.34625793,0.30326036,0.3200112,0.28709796,0.150672,0.25770444,0.52814776,0.39520198,0.30221623,0.37438494,0.18517613,0.14753267,0.16970885,0.18906015,0.25038153,0.37801987,0.47950915,0.3446337,0.20650542,0.18785407,0.14977674,0.27700895,0.27025655,0.29083142,0.20944622,0.35659558,0.29466295,0.43161714,0.4903896,0.15847623,0.22029257,0.20964068,0.35479385,0.25356516,0.07149275,0.30856776,0.2277063,0.14042181,0.15423091,0.15806143,0.111108705,0.0725747,0.18941733,0.11630218,0.16595842,0.4106537,0.33238554
